temperature,time,concentration,yield
98.95734990192615,9.874733929316566,0.34419657976426576,98.65354470171684
35.20401496778263,8.043227399179504,0.49628480960057997,72.12153470068064
52.51515166135964,9.567852346738897,0.8322076990292859,77.19296265492189
22.43481958211231,2.495896492970352,0.7381734057837919,35.73570163675489
28.923651586912964,6.472230359872791,0.12860044190636222,44.618197406481215
27.562654530192727,3.4076786056518946,0.7373153206384916,34.84355254751803
44.98278104235389,8.446290430818191,0.8286886287898254,76.17037692882435
33.44015944885853,5.995663432758024,0.3551008585258295,50.031579529972646
40.90093043689628,2.8980658853262398,0.9250220660750098,45.52709755025562
58.719448001473225,5.7323163008575175,0.7832577242554262,56.21859801929748
28.809378695604615,2.0336730163495944,0.5739387500702838,32.78939532509544
26.57757929887536,3.6690428773266253,0.11060487730032711,24.07948203506119
46.289264441252776,7.754734704365516,0.5948832990835603,66.86189956983705
53.19872810260226,9.911027878712948,0.653918722778852,79.42543286565841
44.21747517562604,6.262095866164637,0.5015570487289355,55.84161608926647
60.27759429655568,7.156939139285723,0.6440222200143075,68.87615770228005
84.12355947477089,3.100869073042026,0.11122961221237172,44.30883555672171
37.77839084482174,8.25571182266704,0.7221415068122498,72.87399763054458
79.37269377418386,1.5591903436831143,0.3860371252471325,35.16700217930272
41.71005380906315,4.815130584900152,0.6417788311444472,51.00887270805666
90.8003439712376,9.844754165927425,0.7500705557715672,91.60195504999707
82.45039387093163,8.623706950402365,0.9234902220130558,92.33254997380978
22.592057401710875,2.0797607667440356,0.9754149101680216,39.202640934687984
51.5929959350069,6.1231888672067205,0.602633187775349,58.51348604049783
86.98382712850274,8.130610003244545,0.888541707052927,84.16137002748103
29.163404731382244,4.022885540260713,0.46511947952477606,36.53702197346051
98.94175941090411,1.781530208180544,0.6705736672205261,45.839204197879674
97.26917725027475,6.444402968633564,0.4710636997953148,74.15667498606871
77.94426374542621,8.744454941279221,0.4000633342987959,78.51717759418055
38.120156273953405,7.6762137077837815,0.13095862112031945,50.16126598207443
29.956309329930882,5.904333371156293,0.4701761365102127,43.90935802102741
26.503306879169777,5.248156930441848,0.11110658481380131,36.16335698845343
25.24113573115942,4.163167042161193,0.7567564925094701,46.8614901832199
82.41991290785502,3.062059956076354,0.3264579506573593,48.02041282514417
77.9047198432641,2.451214804523418,0.2601520421503104,33.226775749645284
46.85732146329762,8.649672177887581,0.24110538604897705,70.64311998058798
78.78246178409877,6.8041774215732636,0.3681576135572423,58.27362082936526
